转炉终点C,转炉终点P,钢水净重,连铸正样Mn,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样V_val,连铸正样Mo_val,连铸正样Ti_val,低铝硅铁,钒氮合金(进口),钒铁(FeV50-B).1,硅铝钙,硅铝合金FeAl30Si25,硅锰面（硅锰渣）,碳化硅(55%),加入C含量,C收得率,加入Mn含量,Mn收得率
0.00062,,72300.0,0.0135,0.0036,0.479,0.0031,0.032,0.0008,0.0,0,5,42,25,0,0,88,118.761,1.0836385682168388,1057.752,
0.00049,,76550.0,0.0132,0.0034,0.472,0.0024,0.032,0.0,0.0,0,4,38,25,0,0,88,132.99,1.0994097300548913,976.08,
0.00043,,75400.0,0.0136,0.0039,0.479,0.0023,0.032,0.0,0.0,0,0,47,50,0,0,132,145.85,1.0184298937264313,962.8000000000001,
0.00066,,72550.0,0.0131,0.0037,0.462,0.0025,0.033,0.0,0.0,0,0,47,25,0,0,132,129.53,0.9185671273064155,962.8000000000001,
0.00069,,72650.0,0.013,0.0036,0.47,0.0026,0.032,0.0,0.0,0,0,48,0,0,0,132,124.44384616,0.9982936387249957,962.8000000000001,
0.00091,,72700.0,0.013,0.0037,0.47,0.0023,0.034,0.0002,0.0,0,0,48,25,0,0,132,113.21000000000001,0.9568324352972349,962.8000000000001,
0.001,,71600.0,0.0137,0.0042,0.482,0.0025,0.032,0.0,0.0,0,31,0,0,50,0,132,114.25900000000001,0.8773050700601263,996.0,
0.00035,,74800.0,0.0134,0.004,0.477,0.0027,0.033,0.0,0.0,0,30,0,0,75,0,132,150.9425,1.01588353180847,962.8000000000001,
0.00044,,74650.0,0.0136,0.0044,0.469,0.0024,0.031,0.0003,0.0,0,30,0,0,75,0,0,107.3925,1.2929115161673301,996.0,
0.00073,,64200.0,0.0138,0.0041,0.482,0.0023,0.032,0.0,0.0,0,30,0,0,50,0,132,122.037,0.8785368371887213,962.8000000000001,
0.00101,,72300.0,0.0139,0.0043,0.494,0.0022,0.033,0.0001,0.0,0,30,0,0,25,0,132,106.92349999999999,1.0075147184669415,976.08,
0.00058,,70250.0,0.0135,0.0039,0.479,0.0026,0.034,0.0002,0.0,0,31,0,50,0,0,132,136.76,0.9348859315589354,982.72,
0.00052,,73150.0,0.013,0.0037,0.459,0.0022,0.033,0.0005,0.0,0,32,0,50,0,0,132,139.98,0.9301828832690384,996.0,
0.00032,,75200.0,0.0129,0.0035,0.467,0.0017,0.034,0.0002,0.0,0,0,49,50,0,0,132,156.98000000000002,0.9964071856287424,1022.5600000000001,
0.00022,,76250.0,0.0131,0.0035,0.46,0.0019,0.033,0.0,0.0,0,0,49,50,0,0,132,154.1,1.0292018170019468,1022.5600000000001,
0.00036,,73450.0,0.0135,0.0038,0.468,0.0022,0.034,0.0025,0.001,0,31,0,75,0,0,132,152.18,0.9363451176238664,1022.5600000000001,
0.00054,,74550.0,0.0134,0.0037,0.469,0.0028,0.036,0.0035,0.002,0,11,31,50,0,0,132,132.13,0.9930220237644743,989.36,
0.00063,,72350.0,0.0131,0.0032,0.453,0.0031,0.033,0.0053,0.001,0,10,29,50,0,0,88,127.0,0.8944055118110238,929.6,
0.00033,,71050.0,0.0139,0.0032,0.466,0.0027,0.034,0.0048,0.002,0,10,30,50,0,0,88,145.98,0.9101486505000687,996.0,
0.00065,,72950.0,0.0136,0.0038,0.472,0.0027,0.035,0.0058,0.002,0,11,29,50,0,0,88,122.37,0.98363569502329,936.24,
0.00065,,69300.0,0.0135,0.0037,0.469,0.0024,0.033,0.0042,0.002,0,11,29,50,0,0,88,140.84,0.8118787276341948,982.72,
0.0007,,71350.0,0.0135,0.0038,0.471,0.0031,0.035,0.0068,0.002,0,11,31,25,0,0,88,122.88,0.9290364583333334,956.1600000000001,
0.00061,,67700.0,0.0137,0.0036,0.465,0.0032,0.035,0.0074,0.002,0,11,33,25,0,0,88,142.20000000000002,0.7569831223628692,1035.8400000000001,
0.00067,,76050.0,0.0129,0.0034,0.461,0.0026,0.036,0.0073,0.002,0,12,34,25,0,0,88,134.85999999999999,0.9191865638439864,1049.1200000000001,
0.00053,,77000.0,0.0135,0.0036,0.471,0.0023,0.037,0.0074,0.002,0,11,32,50,0,0,88,133.32999999999998,1.0222005550138753,989.36,
0.00061,,70800.0,0.0136,0.0038,0.472,0.0028,0.035,0.0049,0.001,0,11,32,50,0,0,132,137.44,0.8705762514551805,1009.2800000000001,
0.00065,,73850.0,0.0137,0.0039,0.475,0.003,0.036,0.0061,0.002,0,11,30,25,0,0,132,137.1,0.888785557986871,996.0,
0.00051,,72300.0,0.0134,0.0038,0.479,0.0032,0.037,0.0054,0.002,0,11,32,50,0,0,132,147.04,0.9293185527747552,1009.2800000000001,
0.0005,,71900.0,0.0131,0.0036,0.454,0.0029,0.037,0.0065,0.002,0,11,30,50,0,0,132,147.04,0.8312704026115344,1009.2800000000001,
0.00073,,73400.0,0.0136,0.0037,0.471,0.0026,0.036,0.0043,0.001,0,11,32,25,0,0,132,131.23,0.8781376209708147,1029.2,
0.00071,,73100.0,0.0137,0.0038,0.485,0.0029,0.036,0.0077,0.002,0,10,32,25,0,0,132,131.57,0.938960249296952,1042.48,
0.00021,,69250.0,0.0132,0.0038,0.464,0.002,0.037,0.006,0.002,0,11,33,50,0,0,132,162.8,0.8890202702702701,1062.4,
0.00094,,74700.0,0.013,0.0037,0.471,0.0022,0.036,0.0046,0.001,0,11,32,0,0,0,132,117.74084616,0.926288569828977,963.464,
0.00094,,71850.0,0.0132,0.0038,0.465,0.0026,0.035,0.0036,0.001,0,11,32,0,0,0,132,102.69584616,0.9515087869061286,1013.264,
0.00042,,73300.0,0.0135,0.0039,0.469,0.0024,0.036,0.0021,0.001,0,33,0,75,0,0,132,148.587,0.9274297213080553,1069.704,
0.00079,,73950.0,0.0135,0.0038,0.468,0.0024,0.033,0.002,0.001,0,32,0,0,25,0,132,115.30950000000001,0.9683894215134051,1041.152,
0.0009,,74300.0,0.0136,0.004,0.461,0.0028,0.033,0.001,0.001,0,32,0,0,0,0,132,119.74684616,0.8066183210448907,1041.816,
0.00062,,74400.0,0.0143,0.0046,0.473,0.0025,0.086,0.0033,0.0012,0,80,0,0,50,0,0,124.785,0.8824137516528429,1038.496,
0.00055,,74200.0,0.0139,0.0042,0.484,0.0024,0.032,0.0007,0.001,0,31,0,0,50,0,132,147.19299999999998,0.9325851093462325,1007.952,
0.00067,,72850.0,0.0134,0.0043,0.467,0.0026,0.034,0.0019,0.001,0,31,0,0,50,0,132,131.706,0.9015952196559003,1040.488,
0.00067,,75050.0,0.0134,0.0038,0.467,0.0026,0.035,0.0016,0.001,0,30,0,0,50,0,132,129.632,0.9436828869414958,959.48,
0.00074,,71000.0,0.0133,0.0037,0.456,0.0025,0.037,0.0026,0.003,0,11,34,0,50,0,132,130.771,0.7926833931070346,1003.9680000000001,
0.00063,,71400.0,0.0135,0.004,0.472,0.0033,0.037,0.0045,0.001,0,12,34,0,50,0,132,132.692,0.8986073011183794,1079.0,
0.0011,,78800.0,0.0134,0.0038,0.468,0.0025,0.036,0.0019,0.001,0,0,0,0,25,0,132,98.8535,0.9565670411265154,1035.8400000000001,
0.00073,,77850.0,0.0133,0.0038,0.466,0.0026,0.035,0.0022,0.001,0,0,0,0,50,0,132,131.757,0.9276509027983333,1042.48,
0.0007,,120050.0,0.0139,0.0041,0.487,0.0028,0.036,0.0031,0.001,0,0,0,0,50,0,132,131.4,1.5531582952815826,1028.536,
0.00108,,73450.0,0.0128,0.0033,0.458,0.0027,0.035,0.0029,0.001,0,0,40,0,0,0,88,87.88084615999999,1.0196647382849915,950.1840000000001,
0.00045,,67850.0,0.014,0.0049,0.478,0.0025,0.086,0.004,0.0013,0,79,0,0,50,0,0,124.548,0.9533473038507243,1028.536,
0.00043,,71700.0,0.0147,0.0053,0.501,0.003,0.085,0.0041,0.0018,0,78,0,0,75,0,0,140.9425,0.9513028362630152,1029.2,
0.00068,,72200.0,0.0143,0.0046,0.482,0.0022,0.081,0.0033,0.0015,0,77,0,0,50,0,0,124.529,0.8812726352897718,1029.2,
0.00057,,73200.0,0.014,0.0045,0.488,0.0026,0.081,0.0047,0.0017,0,77,0,0,75,0,0,140.9425,0.89849406672934,1029.2,
0.00049,,71800.0,0.0141,0.0047,0.49,0.0029,0.081,0.005,0.0024,0,76,0,0,50,0,0,132.209,0.9829739276448652,1029.2,
0.00072,,71100.0,0.0145,0.0047,0.487,0.0028,0.086,0.0055,0.0018,0,79,0,0,50,0,0,122.60900000000001,0.858240422807461,1029.2,
0.00059,,70100.0,0.014,0.0043,0.476,0.0033,0.069,0.0049,0.002,0,67,0,0,50,0,0,125.379,0.9001587187647054,1062.4,
0.0005,,74600.0,0.0143,0.0044,0.481,0.0028,0.071,0.0064,0.0019,0,66,0,0,75,0,0,134.2225,0.9448490379779844,1029.2,
0.0006,,71900.0,0.0143,0.0044,0.478,0.002,0.073,0.0016,0.0018,0,69,0,0,50,0,0,127.40899999999999,0.9029189460713138,1029.2,
0.00065,,72150.0,0.0142,0.0044,0.48,0.0026,0.085,0.0029,0.0021,0,78,0,0,50,0,0,124.20100000000001,0.900415455592145,1015.9200000000001,
0.00074,,73650.0,0.0146,0.0049,0.486,0.0024,0.085,0.0025,0.0025,0,77,0,0,50,0,0,117.33500000000001,0.9164273234755188,1009.2800000000001,
0.00069,,71100.0,0.0147,0.0048,0.489,0.0026,0.085,0.0036,0.002,0,79,0,0,50,0,0,124.893,0.8596238380053326,1042.48,
0.00046,,71650.0,0.015,0.0051,0.504,0.0024,0.085,0.0029,0.0019,0,77,0,0,75,0,0,137.8245,0.956549815163487,1055.76,
0.00084,,69350.0,0.015,0.0052,0.494,0.0024,0.083,0.0025,0.0018,0,81,0,0,75,0,0,143.6985,0.6563464475968782,1135.44,
0.00031,,73650.0,0.0143,0.0049,0.472,0.0021,0.084,0.0037,0.0015,0,81,0,0,75,0,0,143.6985,0.9174312884268102,1135.44,
0.001,,74900.0,0.0149,0.0053,0.503,0.0024,0.085,0.0025,0.0025,0,81,0,0,25,0,0,113.8135,0.855522411664697,1062.4,
0.00073,,71700.0,0.0143,0.0052,0.482,0.0026,0.083,0.0016,0.0023,0,81,0,0,50,0,0,109.101,0.9660681386971707,1062.4,
0.00075,,74600.0,0.0146,0.0051,0.487,0.0025,0.085,0.0023,0.0017,0,82,0,0,50,0,0,110.127,0.9822296076348217,1102.24,
0.00067,,73700.0,0.014,0.0051,0.466,0.0023,0.082,0.0017,0.0014,0,77,0,0,50,0,0,124.40700000000001,0.8471468647262612,1022.5600000000001,
0.00068,,71350.0,0.0143,0.0049,0.481,0.0024,0.082,0.0026,0.0018,0,75,0,0,50,0,0,107.717,1.0068234354837213,1009.2800000000001,
0.00074,,70950.0,0.0149,0.0047,0.502,0.0026,0.084,0.0032,0.0025,0,75,0,0,50,0,0,108.057,1.0242927343901829,1022.5600000000001,
0.00076,,70500.0,0.0145,0.0049,0.475,0.0022,0.085,0.0037,0.0015,0,75,0,0,50,0,0,107.717,0.8770203403362513,1009.2800000000001,
0.00074,,69050.0,0.0147,0.0049,0.49,0.0027,0.085,0.0036,0.0019,0,75,0,0,50,0,0,108.063,0.9329095064915838,1022.5600000000001,
0.00075,,70050.0,0.0141,0.0046,0.468,0.0022,0.081,0.0028,0.0013,0,77,0,0,25,0,0,125.47950000000002,0.7536490024266911,1069.04,
0.00101,,73400.0,0.0145,0.0052,0.475,0.0024,0.083,0.0029,0.0025,0,77,0,0,25,0,0,91.8435,0.8711122725070363,1029.2,
0.00081,,71050.0,0.0146,0.0055,0.477,0.0026,0.083,0.0035,0.0023,0,78,0,0,25,0,0,108.21350000000001,0.8469784269060698,1035.8400000000001,
0.00094,,72700.0,0.0147,0.0052,0.479,0.0028,0.08,0.0043,0.0023,0,77,0,0,25,0,0,108.33350000000002,0.7784480331568719,1035.8400000000001,
0.00071,,70550.0,0.0144,0.005,0.474,0.0025,0.083,0.0044,0.0019,0,77,0,0,50,0,0,125.59700000000001,0.7807869614720094,1069.04,
0.00071,,72650.0,0.0146,0.0052,0.477,0.0026,0.08,0.0038,0.0018,0,77,0,0,50,0,0,126.327,0.7993817632018491,1102.24,
0.00067,,73950.0,0.014,0.0049,0.467,0.0024,0.081,0.0026,0.0011,0,77,0,0,50,0,0,125.307,0.8439153439153438,1062.4,
0.00072,,73000.0,0.014,0.0051,0.468,0.0026,0.084,0.0031,0.0011,0,80,0,0,25,0,0,125.55350000000001,0.8023671183997257,1075.68,
0.00038,,73150.0,0.0152,0.006,0.499,0.0028,0.085,0.007,0.002,0,79,0,0,75,0,0,143.7105,0.9263971665257584,1135.44,
0.00074,,73450.0,0.0143,0.0049,0.484,0.002,0.088,0.0064,0.0021,0,79,0,0,75,0,0,150.8865,0.7107130193887459,1115.52,
0.00082,,65600.0,0.0132,0.0037,0.454,0.0022,0.036,0.0064,0.002,0,0,40,50,0,0,88,116.5,0.7770643776824034,969.44,
0.00038,,71000.0,0.0132,0.0036,0.465,0.002,0.038,0.0086,0.001,0,0,49,50,0,0,88,149.65,0.9109254928165719,989.36,
0.00048,,71350.0,0.0133,0.0036,0.467,0.0023,0.039,0.0072,0.001,0,0,49,50,0,0,88,137.62,0.9435910478128179,969.44,
0.00065,,71000.0,0.0132,0.0037,0.456,0.0027,0.037,0.0073,0.001,0,0,30,25,0,0,88,128.7,0.8550893550893552,996.0,
0.00057,,70850.0,0.0134,0.0038,0.46,0.0031,0.036,0.0051,0.001,0,0,30,50,0,0,88,134.01,0.8617677785239909,1015.9200000000001,
0.00041,,70100.0,0.0133,0.0038,0.478,0.0027,0.034,0.006,0.002,0,0,30,50,0,0,88,148.97,0.9364234409612672,962.8000000000001,
0.00057,,70300.0,0.0132,0.0037,0.477,0.0031,0.035,0.0053,0.002,0,0,30,50,0,0,88,132.99,0.9673584480036093,976.08,
0.00117,,70450.0,0.0134,0.0039,0.459,0.0028,0.035,0.0047,0.001,0,0,30,0,0,0,88,95.32384616,0.7612313489554648,1015.9200000000001,
0.00034,,67500.0,0.014,0.0039,0.489,0.0027,0.034,0.0049,0.001,0,0,32,50,0,0,88,158.35,0.8781180928323333,1029.2,
0.00083,,74000.0,0.013,0.0036,0.461,0.0021,0.036,0.0052,0.001,0,0,30,0,0,0,88,122.20384616,0.8901520158176992,1015.9200000000001,
0.0005,,72400.0,0.0135,0.0039,0.47,0.0026,0.036,0.0051,0.001,0,0,32,50,0,0,88,143.61,0.9074576979318988,1015.9200000000001,
0.00075,,75050.0,0.014,0.0041,0.457,0.0023,0.034,0.0022,0.001,0,0,33,25,0,0,88,118.31900000000002,0.8563079471597966,1040.488,
0.00101,,75900.0,0.0132,0.0034,0.464,0.0024,0.035,0.0003,0.0,0,0,32,0,0,0,88,104.81284616,0.9341507609719505,974.0880000000001,
0.00075,,71500.0,0.0135,0.0034,0.466,0.0017,0.034,0.0002,0.0,0,0,32,25,0,0,88,134.758,0.8224001543507621,1045.136,
0.0009,,74500.0,0.0132,0.0033,0.461,0.0016,0.034,0.0,0.0,0,0,32,0,0,0,88,122.76484616,0.849591746028544,1037.832,
0.00104,,74300.0,0.0136,0.0034,0.469,0.0019,0.034,0.0,0.0,0,0,33,0,0,0,88,88.32284616,1.0599522555059837,967.4480000000001,
0.00082,,73750.0,0.013,0.0032,0.45,0.0022,0.033,0.0029,0.001,0,0,32,0,0,0,88,122.62884616000001,0.8299433876039987,1032.52,
0.00101,,73000.0,0.0131,0.0035,0.459,0.0016,0.035,0.0,0.0,0,0,32,0,0,0,88,105.56084616,0.8920921290955289,1003.3040000000001,
0.00106,,72450.0,0.0136,0.0037,0.46,0.0025,0.034,0.0001,0.0,0,0,32,0,0,0,88,105.67984616,0.7815397448152381,1007.952,
0.00106,,74650.0,0.0132,0.0035,0.452,0.0019,0.035,0.0,0.0,0,0,32,0,0,0,88,104.47284616,0.8145752999747701,960.8080000000001,
0.0004,,68400.0,0.0135,0.0035,0.468,0.0024,0.034,0.0,0.0,0,0,32,25,0,0,88,117.16300000000001,1.1092239017437244,995.336,
0.0004,,73000.0,0.0133,0.0035,0.464,0.0019,0.035,0.0,0.0,0,0,32,25,0,0,88,133.432,1.0394807842196774,993.344,
0.00041,,70950.0,0.0138,0.0039,0.472,0.002,0.035,0.0,0.0,0,0,33,25,0,0,88,159.646,0.8399552760482567,2017.2320000000002,
0.00067,,74050.0,0.0137,0.0038,0.461,0.0022,0.035,0.0001,0.0,0,0,32,25,0,0,88,132.718,0.8536634066215586,965.456,
0.00062,,68050.0,0.0131,0.0033,0.461,0.0025,0.034,0.0,0.0,0,0,33,25,0,0,88,139.69684616,0.818372090298019,1061.736,
0.00032,,76400.0,0.0135,0.0036,0.468,0.0025,0.034,0.0001,0.0,0,0,33,50,0,0,88,57.94384616,2.6106654981495967,1055.76,
0.00065,,78100.0,0.014,0.004,0.477,0.0024,0.037,0.0002,0.0,0,0,30,25,0,0,132,128.34,1.0040906965871903,916.32,
0.00074,,66250.0,0.0137,0.004,0.482,0.0024,0.036,0.0004,0.0,0,0,32,25,0,0,132,129.7,0.8479182729375481,969.44,
0.00069,,70350.0,0.0132,0.0038,0.454,0.0026,0.035,0.0001,0.0,0,0,32,25,0,0,132,129.7,0.8190323824209716,969.44,
0.00074,,72300.0,0.0133,0.0038,0.466,0.0026,0.035,0.0004,0.0,0,0,32,25,0,0,132,130.38,0.8650713299585826,996.0,
0.0007,,73900.0,0.0133,0.0039,0.465,0.0022,0.035,0.0002,0.0,0,0,32,25,0,0,132,129.36,0.914038342609771,956.1600000000001,
0.00071,,70500.0,0.0133,0.0039,0.465,0.0022,0.035,0.0003,0.0,0,0,32,25,0,0,132,130.38,0.8597560975609755,996.0,
0.00066,,73800.0,0.0136,0.004,0.469,0.0019,0.036,0.0004,0.0,0,0,32,25,0,0,132,129.36,0.9356215213358069,956.1600000000001,
0.0009,,70200.0,0.0131,0.0039,0.452,0.0025,0.036,0.0015,0.0,0,0,32,25,0,0,132,117.62,0.7758884543444993,1022.5600000000001,
0.00074,,75300.0,0.0142,0.004,0.479,0.0018,0.034,0.0,0.0,0,0,30,50,0,0,132,129.7,0.9056900539707017,969.44,
0.00072,,67200.0,0.0141,0.0036,0.47,0.0032,0.035,0.0002,0.0,0,0,40,25,0,0,132,147.54999999999998,0.6740494747543206,1029.2,
0.0008,,73700.0,0.0131,0.0037,0.452,0.0025,0.035,0.0005,0.0,0,0,32,25,0,0,132,116.94,0.8823328202497009,996.0,
0.00072,,72650.0,0.0135,0.0037,0.469,0.0023,0.035,0.0006,0.0,0,0,31,25,0,0,132,130.72,0.8781135250917992,1009.2800000000001,
0.00077,,72250.0,0.0137,0.004,0.473,0.0027,0.035,0.0003,0.0,0,0,31,25,0,0,132,130.04,0.8500653645032299,982.72,
0.00076,,70800.0,0.0134,0.0038,0.457,0.0023,0.036,0.0002,0.0,0,0,32,25,0,0,132,129.87,0.7850311850311851,976.08,
0.00047,,72300.0,0.0136,0.0036,0.479,0.0018,0.037,0.0003,0.0,0,0,0,50,0,0,132,131.23,1.0633163148670273,1029.2,
0.0005,,71050.0,0.0132,0.0036,0.462,0.002,0.035,0.0,0.0,0,0,40,50,0,0,88,132.48,0.9653532608695653,956.1600000000001,
0.00037,,72300.0,0.0132,0.0037,0.471,0.0018,0.035,0.0,0.0,0,0,40,50,0,0,88,144.67999999999998,1.0144387614044788,982.72,
0.00079,,70850.0,0.0132,0.0035,0.473,0.0021,0.036,0.0003,0.0,0,0,40,50,0,0,88,158.86,0.7180441898527004,1049.1200000000001,
0.00072,,71000.0,0.0131,0.0036,0.471,0.0018,0.036,0.0004,0.0,0,0,0,75,0,0,88,156.43,0.7625135843508276,1029.2,
0.00074,,72350.0,0.0135,0.0035,0.469,0.0027,0.035,0.0005,0.0,0,0,31,25,0,0,88,129.21,0.8735082423960994,1015.9200000000001,
0.00037,,63600.0,0.0132,0.0036,0.463,0.0024,0.034,0.0007,0.0,0,0,31,50,0,0,88,151.18,0.8119327953432993,1049.1200000000001,
0.00052,,75100.0,0.0134,0.0037,0.456,0.0023,0.034,0.0001,0.0,0,0,30,50,0,0,88,141.52,0.8915206331260599,1009.2800000000001,
0.00049,,73650.0,0.0135,0.0038,0.469,0.0026,0.034,0.0004,0.0,0,0,30,50,0,0,88,144.29,0.9238789936932567,1042.48,
0.00044,,74700.0,0.0136,0.0038,0.46,0.0025,0.036,0.0005,0.0,0,0,30,50,0,0,88,143.61,0.9154794234384792,1015.9200000000001,
0.00071,,74900.0,0.014,0.004,0.487,0.0022,0.037,0.0002,0.0,0,0,30,50,0,0,88,123.22,1.0272764161662067,969.44,
0.00057,,64450.0,0.0134,0.0037,0.457,0.0026,0.035,0.0005,0.0,0,0,30,50,0,0,88,134.01,0.7839228415789868,1015.9200000000001,
0.00047,,73150.0,0.0134,0.0038,0.456,0.0021,0.036,0.0001,0.0,0,0,30,50,0,0,88,143.27,0.883293780972988,1002.6400000000001,
0.00057,,74050.0,0.0132,0.0037,0.454,0.0027,0.035,0.0007,0.001,0,0,30,50,0,0,88,133.32999999999998,0.9052838820970526,989.36,
0.00038,,73100.0,0.0136,0.0038,0.459,0.0022,0.035,0.0005,0.0,0,0,30,50,0,0,88,150.67000000000002,0.8830025884383088,1029.2,
0.00038,,75450.0,0.0137,0.0041,0.483,0.0027,0.035,0.0009,0.0,0,0,30,50,0,120,88,151.18,1.0081293821934116,1049.1200000000001,
0.00085,,71250.0,0.0139,0.004,0.475,0.0022,0.034,0.0009,0.0,0,0,30,0,0,0,88,120.84384616000001,0.8549256191598857,962.8000000000001,
0.00073,,70000.0,0.0136,0.0038,0.458,0.0017,0.035,0.0003,0.0,0,0,30,0,0,0,88,122.56084616,0.8395829763256263,1029.864,
0.00094,,70900.0,0.0136,0.0037,0.469,0.0017,0.038,0.0004,0.0,0,0,30,0,0,0,88,120.50384616000001,0.8001736299103036,949.5200000000001,
0.00073,,65550.0,0.0131,0.0037,0.459,0.0012,0.034,0.0002,0.0,0,0,32,25,0,0,88,132.242,0.778220988793273,946.864,
0.0008,,71700.0,0.0133,0.0037,0.462,0.0013,0.035,0.0001,0.0,0,0,30,50,0,0,88,134.316,0.8007236665773251,1027.872,
0.00091,,68400.0,0.0133,0.0037,0.463,0.0017,0.035,0.0001,0.0,0,0,30,0,0,0,88,120.84384616000001,0.7867674111772079,962.8000000000001,
0.00093,,70400.0,0.0129,0.0035,0.456,0.0017,0.035,0.0006,0.0,0,0,32,0,0,0,88,121.57484616,0.7933219991335089,991.3520000000001,
0.00082,,73000.0,0.0135,0.0038,0.466,0.0016,0.037,0.0003,0.0,0,0,32,0,0,0,88,121.40484615999999,0.889915052135675,984.7120000000001,
0.00081,,79200.0,0.013,0.0037,0.459,0.0023,0.034,0.0001,0.0,0,0,32,0,0,0,88,120.33384616,0.980671720931221,942.88,
0.00041,,73700.0,0.0135,0.0036,0.468,0.0022,0.036,0.0004,0.0,0,0,32,50,0,0,88,149.769,0.9300522805119885,994.008,
0.00065,,71800.0,0.013,0.0035,0.46,0.0022,0.034,0.0007,0.0,0,0,32,25,0,0,88,135.608,0.8736210253082414,1078.336,
0.00097,,71050.0,0.0131,0.0036,0.463,0.0026,0.035,0.0008,0.0,0,0,32,0,0,0,88,104.52384615999999,0.9040664257163803,962.8000000000001,
0.00065,,72800.0,0.0131,0.0035,0.462,0.0023,0.035,0.0007,0.0,0,0,32,25,0,0,88,134.095,0.8957828405235095,1019.24,
0.00068,,76350.0,0.0132,0.0033,0.473,0.0024,0.035,0.0007,0.0,0,0,32,25,0,0,88,133.585,0.9830594752404833,999.32,
0.00078,,72300.0,0.013,0.0034,0.47,0.0023,0.035,0.0009,0.0,0,0,32,25,0,0,88,117.50300000000001,0.996791571279031,1008.6160000000001,
0.00039,,73900.0,0.0135,0.0039,0.469,0.0026,0.035,0.001,0.0,0,0,30,75,0,0,132,150.65,0.9369332890806504,962.8000000000001,
0.00049,,73200.0,0.0134,0.0038,0.467,0.0023,0.037,0.0009,0.0,0,0,30,75,0,0,132,145.85,0.9084127528282482,962.8000000000001,
0.00054,,73550.0,0.0138,0.0039,0.485,0.0029,0.035,0.0011,0.0,0,0,30,50,0,0,132,145.85,0.937970517655125,962.8000000000001,
0.00036,,79300.0,0.013,0.0036,0.47,0.0025,0.034,0.0011,0.0,0,0,30,75,0,0,132,150.65,1.0738267507467638,962.8000000000001,
0.00085,,75700.0,0.0133,0.0041,0.463,0.0018,0.034,0.001,0.0,0,0,30,25,0,0,132,113.21000000000001,0.9695698259871034,962.8000000000001,
0.00041,,73500.0,0.0134,0.004,0.466,0.0023,0.034,0.001,0.0,0,0,30,75,0,0,132,145.85,0.9524511484401782,962.8000000000001,
0.00086,,69900.0,0.0134,0.0037,0.476,0.0024,0.033,0.0006,0.0,0,0,30,25,0,0,132,131.23,0.820284995808885,1029.2,
0.00032,,77100.0,0.0135,0.0038,0.478,0.0023,0.033,0.0008,0.0,0,0,30,75,0,0,132,147.21,1.0893825147748113,1015.9200000000001,
0.00054,,71550.0,0.0131,0.0036,0.462,0.0025,0.033,0.0015,0.0,0,0,30,50,0,0,132,139.47,0.9029038502903849,976.08,
0.00048,,71700.0,0.0131,0.0037,0.471,0.002,0.035,0.0009,0.0,0,0,31,75,0,0,132,153.03,0.8995883160164673,1055.76,
0.00027,,73000.0,0.0133,0.0037,0.465,0.0021,0.035,0.0015,0.0,0,0,31,75,0,0,132,147.72,1.0031816950988357,1035.8400000000001,
0.00036,,77350.0,0.0133,0.0037,0.465,0.0021,0.036,0.0017,0.0,0,0,31,75,0,0,132,147.89,1.0146663060382717,1042.48,
0.00063,,72100.0,0.0134,0.0036,0.467,0.0021,0.036,0.0015,0.0,0,0,0,75,0,0,132,147.72,0.8151028973734091,1035.8400000000001,
0.00097,,72100.0,0.0131,0.0035,0.452,0.0018,0.036,0.0018,0.0,0,0,31,25,0,0,132,114.22999999999999,0.7763547229274272,1002.6400000000001,
0.00084,,67700.0,0.0132,0.0037,0.463,0.0023,0.035,0.0014,0.0,0,0,31,25,0,0,132,121.12,0.816066710700132,1009.2800000000001,
0.00068,,71100.0,0.0132,0.0036,0.463,0.0021,0.034,0.0017,0.0,0,0,38,25,0,200,132,130.04000000000002,0.8857428483543522,982.72,
0.00091,,70150.0,0.0136,0.0038,0.48,0.0021,0.034,0.0016,0.0,0,0,39,25,0,0,132,115.91999999999999,0.901686507936508,956.1600000000001,
0.00072,,70150.0,0.0127,0.0036,0.466,0.0026,0.031,0.002,0.0,0,0,38,25,0,200,132,115.91999999999999,1.0166666666666666,956.1600000000001,
0.0007,,73100.0,0.0128,0.0035,0.457,0.0026,0.032,0.0024,0.0,0,0,39,25,0,200,132,116.09,1.0074941855456971,962.8,
0.00071,,73550.0,0.0129,0.0037,0.459,0.0027,0.034,0.0021,0.0,0,0,38,25,0,200,132,128.68,0.9088009014609884,929.6000000000001,
0.00071,,70500.0,0.0131,0.0037,0.462,0.0027,0.032,0.0019,0.0,0,0,0,25,0,200,132,116.3809,0.9631735104299759,969.44,
0.0007,,71250.0,0.0129,0.0037,0.459,0.0027,0.031,0.0018,0.0,0,0,39,25,0,200,132,115.57999999999998,0.9863298148468593,942.8800000000001,
0.00072,,71450.0,0.0128,0.0039,0.469,0.0033,0.033,0.0021,0.0,0,0,40,25,0,200,132,116.25999999999999,1.0324789265439531,969.44,
0.00073,,75750.0,0.0128,0.0036,0.458,0.0028,0.034,0.0022,0.0,0,0,37,25,0,200,132,114.9,1.0350522193211487,916.3200000000002,
0.00067,,71200.0,0.0127,0.0037,0.464,0.0021,0.033,0.002,0.0,0,0,37,25,0,200,132,128.0,0.9623124999999999,903.04,
